full_name;sex;birth_year;city;country;continent;occupation;industry;domain;article_languages;page_views;average_views;historical_popularity_index
Marcus Vitruvius Pollio;Male;-80;Other;Unknown;;Architect;Design;Arts;53;3436829;64846;277.414
Paul Gauguin;Male;1848;Paris;France;Europe;Painter;Fine Arts;Arts;82;10352765;126253;277.335
Vercingetorix;Male;-82;Other;Unknown;Unknown;Military Personnel;Military;Institutions;45;3578372;79519;277.226
Saint George;Male;280;Lydda;Israel;Asia;Religious Figure;Religion;Institutions;65;9595520;147623;277.198
Heinrich Himmler;Male;1900;Munich;Germany;Europe;Politician;Government;Institutions;70;17558545;250836;277.085
Pindar;Male;-522;Boeotia;Greece;Europe;Writer;Language;Humanities;55;2118829;38524;277.061
Louis XVI of France;Male;1754;Paris;France;Europe;Politician;Government;Institutions;74;14510221;196084;276.928
Johannes Brahms;Male;1833;Hamburg;Germany;Europe;Composer;Music;Arts;103;8261948;80213;276.843
Saint James the Great;Male;1;Bethsaida;Israel;Asia;Religious Figure;Religion;Institutions;66;2597285;39353;276.646
John F. Kennedy;Male;1917;Boston;United States;North America;Politician;Government;Institutions;116;57596834;496524;276.634
George Orwell;Male;1903;Motihari;India;Asia;Writer;Language;Humanities;101;16450860;162880;276.602
Mustafa Kemal Atatürk;Male;1881;Thessaloniki;Greece;Europe;Politician;Government;Institutions;166;19455613;117202;276.575
Charles Martel;Male;686;Herstal;Belgium;Europe;Military Personnel;Military;Institutions;55;4644891;84453;276.544
Thomas Mann;Male;1875;Lübeck;Germany;Europe;Writer;Language;Humanities;84;8182174;97407;276.522
Diogenes Laertius;Male;-3500;Other;Unknown;Unknown;Writer;Language;Humanities;41;1103296;26910;276.511
Marcus Vipsanius Agrippa;Male;-63;Other;Italy;Europe;Military Personnel;Military;Institutions;47;2314450;49244;276.504
Pyrrhus of Epirus;Male;-319;Epirus;Greece;Europe;Military Personnel;Military;Institutions;47;2524397;53711;276.504
Omar Khayyám;Male;1048;Nishapur;Iran;Asia;Mathematician;Math;Science & Technology;86;6419560;74646;27.647
Alfred Nobel;Male;1833;Stockholm;Sweden;Europe;Chemist;Natural Sciences;Science & Technology;109;11998627;110079;276.462
Queen of Sheba;Female;-1000;Marib;Yemen;Asia;Politician;Government;Institutions;52;6021924;115806;276.447
Marcus Junius Brutus;Male;-85;Rome;Italy;Europe;Politician;Government;Institutions;48;3956257;82422;276.433
Donatien Alphonse François de Sade, Marquis de Sade;Male;1740;Paris;France;Europe;Writer;Language;Humanities;59;10976135;186036;276.335
Romulus Augustus;Male;460;Other;Unknown;;Religious Figure;Religion;Institutions;57;2399613;42098;276.315
Demosthenes;Male;-384;Athens;Greece;Europe;Politician;Government;Institutions;51;3024081;59296;27.626
James Joyce;Male;1882;Rathgar;Ireland;Europe;Writer;Language;Humanities;114;11006755;96550;276.173
Francis Bacon;Male;1561;London;United Kingdom;Europe;Philosopher;Philosophy;Humanities;82;10858412;132420;27.616
Johann Christoph Friedrich von Schiller;Male;1759;Weimar;Germany;Europe;Writer;Language;Humanities;76;8299693;109206;276.099
Fidel Castro;Male;1926;Birán;Cuba;North America;Politician;Government;Institutions;115;28679945;249391;276.097
Mark Twain;Male;1835;Florida;United States;North America;Writer;Language;Humanities;106;20607309;194409;276.084
Joseph Goebbels;Male;1897;Rheydt;Germany;Europe;Politician;Government;Institutions;71;16667883;234759;276.044
Marie Curie;Female;1867;Warsaw;Poland;Europe;Chemist;Natural Sciences;Science & Technology;130;30874600;237497;27.603
Aaron;Male;-1400;Other;Egypt;Africa;Religious Figure;Religion;Institutions;59;2819250;47784;276.021
Richard I of England;Male;1157;Oxford;United Kingdom;Europe;Politician;Government;Institutions;70;12433331;177619;276.012
Lucius Cornelius Sulla;Male;-138;Roman Italy;Italy;Europe;Politician;Government;Institutions;49;3066374;62579;275.988
Bertolt Brecht;Male;1898;Augsburg;Germany;Europe;Writer;Language;Humanities;77;12712391;165096;275.862
Pontius Pilate;Male;1;Abruzzo;Italy;Europe;Politician;Government;Institutions;54;7359680;136290;275.753
Ernest Hemingway;Male;1899;Chicago;United States;North America;Writer;Language;Humanities;110;31968926;290627;275.732
Muhammad ibn Musa al-Khwarizmi;Male;780;Khwarezm;Iran;Asia;Mathematician;Math;Science & Technology;100;3447071;34471;275.612
Jan Hus;Male;1372;Husinec;Czech Republic;Europe;Social Activist;Activism;Public Figure;54;4240802;78533;275.595
Charles Baudelaire;Male;1821;Paris;France;Europe;Writer;Language;Humanities;70;12673471;181050;275.592
Saddam Hussein;Male;1937;Al-Awja;Iraq;Asia;Politician;Government;Institutions;98;26122662;266558;275.586
Hans Christian Andersen;Male;1805;Odense;Denmark;Europe;Writer;Language;Humanities;103;14827483;143956;275.539
Mary I of Scotland;Female;1542;West Lothian;United Kingdom;Europe;Politician;Government;Institutions;55;5180936;94199;27.547
Umar;Male;586;Mecca;Saudi Arabia;Asia;Politician;Government;Institutions;92;7473596;81235;275.399
John Maynard Keynes;Male;1883;Cambridge;United Kingdom;Europe;Economist;Social Sciences;Science & Technology;92;12433489;135147;275.345
Antonín Dvořák;Male;1841;Nelahozeves;Czech Republic;Europe;Composer;Music;Arts;91;6571884;72219;275.298
Darius III of Persia;Male;-380;Other;Iran;Asia;Politician;Government;Institutions;54;1412723;26162;275.241
Ludwig Wittgenstein;Male;1889;Vienna;Austria;Europe;Philosopher;Philosophy;Humanities;83;8293279;99919;275.203
Cato the Elder;Male;-234;Tusculum;Italy;Europe;Writer;Language;Humanities;45;2401025;53356;275.188
Stanley Kubrick;Male;1928;New York;United States;North America;Film Director;Film And Theatre;Arts;89;20251814;227548;275.175
Lucretius;Male;-99;Other;Unknown;;Philosopher;Philosophy;Humanities;56;2366355;42256;275.164
Jack the Ripper;Male;1850;Other;United Kingdom;Europe;Extremist;Outlaws;Public Figure;55;26544061;482619;275.157
Cao Cao;Male;155;Bozhou;China;Asia;Military Personnel;Military;Institutions;37;6879760;185939;275.151
Francis Drake;Male;1540;Tavistock;United Kingdom;Europe;Pirate;Outlaws;Public Figure;82;8493359;103578;27.515
Nicholas II of Russia;Male;1868;Saint Petersburg;Russia;Europe;Politician;Government;Institutions;75;17680104;235735;275.054
Frida Kahlo;Female;1907;Coyoacán;Mexico;North America;Painter;Fine Arts;Arts;112;24591278;219565;275.025
Amerigo Vespucci;Male;1454;Florence;Italy;Europe;Explorer;Explorers;Exploration;66;8051998;122000;275.007
Gabriel García Márquez;Male;1927;Aracataca;Colombia;South America;Writer;Language;Humanities;103;19679103;191059;274.937
Catullus;Male;-84;Verona;Italy;Europe;Writer;Language;Humanities;50;2596338;51927;274.929
Plautus;Male;-254;Sarsina;Italy;Europe;Writer;Language;Humanities;45;2643125;58736;274.919
John Lennon;Male;1940;Liverpool;United Kingdom;Europe;Musician;Music;Arts;101;58141089;575654;274.916
Narmer;Male;-3100;Other;Unknown;Unknown;Politician;Government;Institutions;41;1698974;41438;274.834
Hypatia of Alexandria;Female;370;Alexandria;Egypt;Africa;Mathematician;Math;Science & Technology;58;6461837;111411;274.826
Guan Yu;Male;160;Yuncheng;China;Asia;Military Personnel;Military;Institutions;31;6082546;196211;274.805
Thomas Jefferson;Male;1743;Shadwell;United States;North America;Politician;Government;Institutions;113;26350722;233192;274.789
Daniel Defoe;Male;1660;London;United Kingdom;Europe;Writer;Language;Humanities;74;5068560;68494;274.743
Hermann Göring;Male;1893;Rosenheim;Germany;Europe;Politician;Government;Institutions;65;13431192;206634;274.733
Vlad III the Impaler;Male;1431;Sighişoara;Romania;Europe;Nobleman;Government;Institutions;58;10926855;188394;274.686
Catherine II of Russia;Female;1729;Szczecin;Poland;Europe;Nobleman;Government;Institutions;82;11407818;139120;274.659
Napoleon III of France;Male;1808;Paris;France;Europe;Politician;Government;Institutions;76;8875567;116784;274.581
Pierre-Auguste Renoir;Male;1841;Limoges;France;Europe;Painter;Fine Arts;Arts;76;9769102;128541;274.535
Marlon Brando;Male;1924;Omaha;United States;North America;Actor;Film And Theatre;Arts;100;25201124;252011;274.523
Pelé;Male;1940;Três Corações;Brazil;South America;Soccer Player;Team Sports;Sports;88;24153197;274468;274.466
Pope John Paul II;Male;1920;Wadowice;Poland;Europe;Religious Figure;Religion;Institutions;110;38369456;348813;274.423
Basho;Male;1644;Iga-Ueno;Japan;Asia;Writer;Language;Humanities;101;3080802;30503;274.402
Bertrand Russell;Male;1872;Trellech;United Kingdom;Europe;Mathematician;Math;Science & Technology;98;11265316;114952;274.394
Hero of Alexandria;Male;10;Alexandria;Egypt;Africa;Mathematician;Math;Science & Technology;51;2430736;47661;274.369
Polybius;Male;-203;Megalopolis;Greece;Europe;Historian;History;Humanities;56;2189681;39101;274.349
Herod the Great;Male;-73;Jericho;Palestine;Asia;Politician;Government;Institutions;52;6033474;116028;274.241
Émile Zola;Male;1840;Paris;France;Europe;Writer;Language;Humanities;72;10586574;147036;274.237
Pippin the Younger;Male;714;Liege;Belgium;Europe;Politician;Government;Institutions;63;3422406;54324;274.182
Henry Ford;Male;1863;Detroit;United States;North America;Inventor;Invention;Science & Technology;109;16670930;152944;274.166
Thutmose III;Male;-1481;Other;Unknown;;Politician;Government;Institutions;48;2314325;48215;274.158
Denis Diderot;Male;1713;Langres;France;Europe;Writer;Language;Humanities;75;6916959;92226;274.148
Enoch;Male;-3500;Other;Unknown;Unknown;Religious Figure;Religion;Institutions;36;1150313;31953;274.143
Charles de Secondat, baron de Montesquieu;Male;1689;La Brède;France;Europe;Philosopher;Philosophy;Humanities;68;11018917;162043;274.096
Giacomo Casanova;Male;1725;Venice;Italy;Europe;Writer;Language;Humanities;61;8481120;139035;274.066
James, son of Alphaeus;Male;-1;Galilee;Israel;Asia;Religious Figure;Religion;Institutions;53;678914;12810;274.029
Oliver Cromwell;Male;1599;Huntingdon;United Kingdom;Europe;Politician;Government;Institutions;70;12635265;180504;274.027
Djoser;Male;-2700;Other;Unknown;Unknown;Politician;Government;Institutions;47;1424091;30300;273.983
Ptolemy I Soter;Male;-367;Other;Unknown;;Military Personnel;Military;Institutions;50;1992173;39843;273.973
Franklin D. Roosevelt;Male;1882;Poughkeepsie;United States;North America;Politician;Government;Institutions;113;34162617;302324;273.888
Henri Matisse;Male;1869;Le Cateau-Cambrésis;France;Europe;Painter;Fine Arts;Arts;100;12745847;127458;273.886
Henrik Ibsen;Male;1828;Skien;Norway;Europe;Writer;Language;Humanities;83;6384187;76918;273.881
Gaius Marius;Male;-157;Arpino;Italy;Europe;Diplomat;Government;Institutions;46;2819852;61301;273.871
Kublai Khan;Male;1215;Other;China;Asia;Politician;Government;Institutions;69;5144799;74562;273.855
Horatio Nelson, 1st Viscount Nelson;Male;1758;Norfolk;United Kingdom;Europe;Military Personnel;Military;Institutions;62;2583710;41673;273.833
Zhuge Liang;Male;181;Shandong;China;Asia;Engineer;Engineering;Science & Technology;32;6837259;213664;273.814
Otho;Male;32;Viterbo;Italy;Europe;Politician;Government;Institutions;56;1391145;24842;273.792
Job;Male;-2300;Other;Unknown;Unknown;Religious Figure;Religion;Institutions;45;1652110;36714;27.368
Ishmael;Male;-3500;Canaan;Israel;Asia;Religious Figure;Religion;Institutions;40;4670474;116762;273.675
Anaximenes of Miletus;Male;-585;Miletus;Turkey;Asia;Philosopher;Philosophy;Humanities;62;2846623;45913;273.673
Hugh Capet of France;Male;940;Paris;France;Europe;Politician;Government;Institutions;54;2543429;47101;273.659
Arthur Rimbaud;Male;1854;Charleville-Mézières;France;Europe;Writer;Language;Humanities;72;9619541;133605;273.636
Vitellius;Male;24;Other;Unknown;;Politician;Government;Institutions;57;1391095;24405;273.623
Francisco Pizarro;Male;1471;Trujillo;Spain;Europe;Explorer;Explorers;Exploration;67;7238953;108044;273.612
Nikola Tesla;Male;1856;Smiljan;Croatia;Europe;Inventor;Invention;Science & Technology;111;42369769;381710;273.472
Alessandro Volta;Male;1745;Como;Italy;Europe;Physicist;Natural Sciences;Science & Technology;73;6799961;93150;273.457
Benedict of Nursia;Male;480;Norcia;Italy;Europe;Religious Figure;Religion;Institutions;60;4045453;67424;273.431
Galba;Male;-3;Terracina;Italy;Europe;Politician;Government;Institutions;56;1700135;30360;273.398
Pierre Abélard;Male;1079;Le Pallet;France;Europe;Philosopher;Philosophy;Humanities;60;2504783;41746;273.335
Mikhail Gorbachev;Male;1931;Stavropol;Russia;Europe;Politician;Government;Institutions;100;16776035;167760;273.263
Oda Nobunaga;Male;1534;Nagoya;Japan;Asia;Military Personnel;Military;Institutions;49;15338264;313026;273.249
Odoacer;Male;435;Pannonia;Hungary;Europe;Politician;Government;Institutions;46;2551659;55471;273.245
Jerome;Male;347;Štrigova;Croatia;Europe;Religious Figure;Religion;Institutions;57;3470125;60879;273.243
Gian Lorenzo Bernini;Male;1598;Naples;Italy;Europe;Architect;Design;Arts;55;5977884;108689;27.324
Édith Piaf;Female;1915;Paris;France;Europe;Singer;Music;Arts;91;17576513;193148;27.32
Elizabeth II of the United Kingdom;Female;1926;London;United Kingdom;Europe;Nobleman;Government;Institutions;127;54551771;429542;273.167
Max Planck;Male;1858;Kiel;Germany;Europe;Physicist;Natural Sciences;Science & Technology;103;6995718;67920;27.315
William Blake;Male;1757;Soho;United Kingdom;Europe;Writer;Language;Humanities;72;11533689;160190;273.134
Johnny Cash;Male;1932;Kingsland;United States;North America;Singer;Music;Arts;72;32337297;449129;273.109
Ingmar Bergman;Male;1918;Uppsala;Sweden;Europe;Film Director;Film And Theatre;Arts;96;7656977;79760;273.055
Suetonius;Male;70;Rome;Italy;Europe;Historian;History;Humanities;52;1823644;35070;27.304
Leon Trotsky;Male;1879;Yelizavetgrad;Ukraine;Europe;Politician;Government;Institutions;98;12668544;129271;272.965
Gorgias;Male;-483;Sicily;Italy;Europe;Philosopher;Philosophy;Humanities;45;1925925;42798;272.963
Titus;Male;39;Rome;Italy;Europe;Politician;Government;Institutions;64;3229918;50467;272.917
Japheth;Male;-3500;Other;Unknown;Unknown;Religious Figure;Religion;Institutions;38;1325651;34886;272.905
Philip II of Spain;Male;1527;Valladolid;Spain;Europe;Politician;Government;Institutions;64;9143951;142874;272.843
Ivan IV of Russia;Male;1530;Moscow;Russia;Europe;Politician;Government;Institutions;68;8591111;126340;272.798
Émile Durkheim;Male;1858;Épinal;France;Europe;Sociologist;Social Sciences;Science & Technology;70;12211487;174450;272.728
Auguste Comte;Male;1798;Montpellier;France;Europe;Philosopher;Philosophy;Humanities;65;8720399;134160;272.711
Michel Foucault;Male;1926;Poitiers;France;Europe;Philosopher;Philosophy;Humanities;69;14960062;216812;272.686
Louis Armstrong;Male;1901;New Orleans;United States;North America;Musician;Music;Arts;93;15996740;172008;272.668
Carl Jung;Male;1875;Kesswil;Switzerland;Europe;Psychologist;Social Sciences;Science & Technology;72;16188973;224847;272.662
Édouard Manet;Male;1832;Paris;France;Europe;Painter;Fine Arts;Arts;73;8384779;114860;272.565
Stephen King;Male;1947;Portland;United States;North America;Writer;Language;Humanities;75;29793908;397252;272.493
Stendhal;Male;1783;Grenoble;France;Europe;Writer;Language;Humanities;59;5697235;96563;27.249
Giacomo Puccini;Male;1858;Lucca;Italy;Europe;Composer;Music;Arts;88;6161741;70020;272.458
Al Pacino;Male;1940;New York;United States;North America;Actor;Film And Theatre;Arts;73;30515316;418018;272.442
Josip Broz Tito;Male;1892;Kumrovec;Croatia;Europe;Politician;Government;Institutions;74;9131524;123399;272.415
Louis the Pious;Male;778;Poitiers;France;Europe;Politician;Government;Institutions;56;2347018;41911;272.384
Khafra;Male;-2600;Other;Unknown;Unknown;Politician;Government;Institutions;43;1257289;29239;272.364
Marlene Dietrich;Female;1901;Schöneberg;Germany;Europe;Actor;Film And Theatre;Arts;114;9348297;82003;272.298
Aristarchus of Samos;Male;-310;Samos Island;Greece;Europe;Astronomer;Natural Sciences;Science & Technology;53;2371770;44750;272.296
Gustav Mahler;Male;1860;Kaliště;Czech Republic;Europe;Composer;Music;Arts;76;7499603;98679;272.288
Pablo Neruda;Male;1904;Parral;Chile;South America;Writer;Language;Humanities;95;15642095;164654;272.282
Ronald Reagan;Male;1911;Tampico;United States;North America;Politician;Government;Institutions;107;35787293;334461;272.281
Isaac Asimov;Male;1920;Petrovichi;Russia;Europe;Writer;Language;Humanities;89;12760596;143377;272.274
Eugène Delacroix;Male;1798;Saint-Maurice-en-Chalencon;France;Europe;Artist;Fine Arts;Arts;69;7229231;104771;272.241
Mary I of England;Female;1516;London;United Kingdom;Europe;Politician;Government;Institutions;61;17081710;280028;272.237
Luke the Evangelist;Male;31;Antakya;Turkey;Asia;Religious Figure;Religion;Institutions;57;2983370;52340;272.214
Franz Kafka;Male;1883;Prague;Czech Republic;Europe;Writer;Language;Humanities;120;23538969;196158;272.208
Hirohito;Male;1901;Tokyo;Japan;Asia;Politician;Government;Institutions;93;12818502;137833;272.207
Origen;Male;182;Egypt;Egypt;Africa;Philosopher;Philosophy;Humanities;49;2881851;58813;272.169
Xenophanes;Male;-570;Colophon;Turkey;Asia;Philosopher;Philosophy;Humanities;55;1375105;25002;272.133
Mencius;Male;-372;Shandong;China;Asia;Philosopher;Philosophy;Humanities;44;2120530;48194;272.131
Rachel;Female;-3500;Paddan Aram;Iraq;Asia;Religious Figure;Religion;Institutions;36;2962282;82286;272.099
Erwin Rommel;Male;1891;Heidenheim an der Brenz;Germany;Europe;Military Personnel;Military;Institutions;68;13916625;204656;272.092
Hokusai;Male;1760;Tokyo;Japan;Asia;Artist;Fine Arts;Arts;104;4936268;47464;27.207
Abu Bakr;Male;573;Mecca;Saudi Arabia;Asia;Religious Figure;Religion;Institutions;78;3940269;50516;27.204
Karl Popper;Male;1902;Vienna;Austria;Europe;Philosopher;Philosophy;Humanities;63;7906095;125494;271.955
Maximilien Robespierre;Male;1758;Arras;France;Europe;Politician;Government;Institutions;67;7014504;104694;271.949
Arthur Conan Doyle;Male;1859;Edinburgh;United Kingdom;Europe;Writer;Language;Humanities;90;11410788;126787;271.892
Tertullian;Male;160;Alexandria;Egypt;Africa;Philosopher;Philosophy;Humanities;48;2430126;50628;271.874
Ramesses I;Male;-1300;Other;Unknown;Unknown;Politician;Government;Institutions;37;1355776;36643;271.866
